,KIC,numax_apo,dnu_apo,Teff,[M/H]2,kic_kepmag
1088,8693004,34.19,3.61,4596.0,0.0,10.860999999999999
1089,8693018,87.78,7.04,4912.0,0.18,11.425999999999998
1092,8822689,54.79,5.04,4892.0,0.04,10.939
1093,8957543,37.65,4.01,4473.0,0.35,11.745999999999999
1094,8822878,36.51,4.1,4493.0,0.29,11.751
1096,8824452,51.25,5.49,4541.0,-0.36,10.897
1097,8824264,33.7,4.14,4706.0,-0.14,11.097000000000001
1098,8890410,60.82,5.41,4803.0,0.19,11.043
1099,8565016,60.96,6.03,4498.0,0.25,11.275
1100,9028511,29.98,3.93,4645.0,-0.26,11.625
1101,9028321,46.33,4.72,4500.0,0.19,11.412
1103,8759811,53.3,5.23,4787.0,0.02,11.007
1104,8759746,45.98,4.79,4643.0,0.07,11.200999999999999
1105,8759207,81.23,7.25,4980.0,-0.13,10.972999999999999
1107,8825444,84.32,6.53,4931.0,0.14,10.999
1108,9029195,42.41,4.71,4632.0,0.19,10.931
1109,8826079,33.01,4.17,4750.0,-0.4,11.4
1110,9029603,143.89,10.73,4862.0,0.39,11.679
1111,8962844,41.43,4.46,4688.0,0.07,11.738
1112,8962923,81.21,6.82,4954.0,-0.1,11.118
1114,8827934,56.76,5.38,4718.0,0.23,10.799000000000001
1115,8761471,38.61,4.36,4719.0,0.06,11.42
1116,8826496,43.88,4.63,4743.0,-0.09,11.774000000000001
1117,9032691,35.31,4.1,4604.0,-0.09,11.208
1118,9658002,35.34,4.1,4531.0,-0.02,11.370999999999999
1119,9780183,30.49,3.78,4585.0,0.04,10.984000000000002
1120,9839918,47.44,5.13,4637.0,0.36,10.552999999999999
1121,9839246,44.27,4.58,4704.0,0.2,11.120999999999999
1122,9597214,43.27,4.57,4845.0,-0.08,11.130999999999998
1123,9536330,23.06,2.71,4484.0,0.04,10.251
1124,9658793,40.5,4.45,4611.0,-0.25,10.530999999999999
1125,9658072,28.0,3.53,4392.0,0.5,11.612
1127,9535050,45.3,4.52,5090.0,-0.02,10.213
1129,9534934,45.6,5.21,4759.0,-0.64,10.206
1130,9412408,34.58,4.21,4791.0,-0.19,10.98
1131,9596639,30.49,3.71,4621.0,0.06,11.520999999999999
1132,9718024,33.76,4.07,4867.0,-0.55,10.72
1135,9596106,21.48,2.65,4475.0,-0.27,11.33
1137,9472076,123.77,10.21,4753.0,0.16,11.210999999999999
1139,9716866,32.05,3.73,4491.0,-0.02,11.767000000000001
1140,9656523,33.75,4.02,4591.0,0.27,11.800999999999998
1141,9470276,75.26,7.0,4737.0,0.0,11.485
1143,9471284,40.49,4.28,4682.0,0.12,11.332
1144,9655101,109.57,7.91,5031.0,-0.07,10.982999999999999
1145,9775927,108.56,8.41,5064.0,-0.18,10.25
1146,9716522,54.1,4.85,4799.0,0.02,10.409
1148,9835626,53.91,5.4,4750.0,0.2,10.725
1149,9835436,24.58,3.0,4587.0,-0.57,11.662
1150,9652704,187.77,14.47,4872.0,0.15,11.524000000000001
1151,9714063,42.31,4.51,4679.0,0.06,10.65
1152,9713617,153.96,12.37,4730.0,0.47,11.462
1153,9529974,33.35,4.03,4694.0,-0.03,11.472999999999999
1157,9712888,33.09,4.01,4733.0,0.21,10.394
1159,9406638,39.39,4.31,4750.0,-0.5,11.357000000000001
1161,9591097,34.65,4.16,4714.0,0.05,11.522
1162,9711349,15.33,2.14,4358.0,-0.2,11.732000000000001
1163,9711231,46.93,5.11,4683.0,-0.15,11.155
1165,9711492,50.76,5.09,4929.0,0.08,11.124
1166,9650046,67.83,6.0,4825.0,0.11,11.609000000000002
