KIC,e_lat,e_lng
9820702,302.0256589,68.2995418    
10659100,307.6090013,68.9243320    
10593078,307.195283,68.843333      
10592924,307.131425,68.907161      
10724027,307.295542,69.037266      
10723388,306.781398,69.091165      
10527661,306.6001963,68.8193231    
10592249,306.515411,68.905990      
10721900,305.658706,69.298775      
10461757,305.5585357,68.8232025    
10395638,304.7984153,68.8647081    
10198347,304.2971372,68.6289269    
10525475,304.6578415,69.0545465    
10525282,304.4728481,69.0844700    
10525595,304.774819,69.050674      
10590683,305.157739,69.085412      
10524715,303.916273,69.143332      
10394814,304.0088629,68.9838765    
10459696,303.704761,69.103094      
10394570,303.732807,68.985439      
8479182,296.144299,66.662454      
8607581,295.3618621,66.9544906    
8737032,295.9130651,67.1814736    
8802374,296.222773,67.260822      
8867740,296.134134,67.299633      
8479383,296.3778456,66.7074756    
8479780,296.736919,66.642497      
8674581,297.632833,66.863188      
8739118,297.8693469,66.9781105    
8738834,297.5859678,67.0196071    
8804395,298.111327,66.990941      
8675106,298.183191,66.841674      
8676094,299.135025,66.671923      
8611114,298.8582112,66.6145340    
8805565,299.3301525,66.9294375    
8805663,299.3890517,66.8910673    
8612520,300.134958,66.438764      
8872979,300.6551464,66.8142721    
8613617,301.219196,66.368290      
8742013,300.7705906,66.6541899    
8677342,300.365512,66.560182      
8742545,301.199396,66.522851      
9077844,301.2646303,67.0479966    
8941202,301.405862,66.883018      
8081278,296.498279,66.097859      
8283646,296.775205,66.283843      
8283356,296.570155,66.398882      
8081535,296.695004,66.006228      
8415501,297.327127,66.508113      
8350443,297.4015599,66.3950698    
8350645,297.5494669,66.3177460    
8283958,297.1438835,66.3140791    
8284032,297.215199,66.296043      
8545291,297.655325,66.608251      
8545504,297.935470,66.660190      
8284682,297.845435,66.179395      
8285510,298.6431888,66.1562816    
8482522,299.548868,66.353144      
9269772,300.696397,67.483163      
9143834,301.273664,67.178878      
9143868,301.325422,67.196048      
9008270,300.2510947,67.1476131    
9392039,299.852850,67.752377      
9142574,299.989476,67.330441      
9205705,299.3798849,67.5465955    
9329058,298.7972300,67.8266380    
9329200,298.870794,67.730884      
8937073,297.785875,67.293665      
9328135,297.728011,67.844716      
9139859,297.348773,67.595951      
9004448,296.953814,67.490857      
9202995,296.661378,67.801581      
9003765,296.234220,67.491083      
9002344,295.029349,67.594733      
8934264,295.267469,67.479149      
8671819,295.046915,67.170443      
9453362,300.613830,67.810756      
9818513,299.689469,68.501768      
9758246,299.676484,68.412766      
9451434,298.710922,68.026705      
9451999,299.300339,67.917762      
9574650,298.788745,68.187776      
9635603,298.438851,68.354515      
9390293,298.070204,67.941753      
9635388,298.232873,68.365747      
9450786,297.996463,68.089644      
9511938,297.480629,68.278142      
10023439,318.242347,66.024989      
10087394,318.339945,66.114554      
10153739,318.342621,66.191441      
10286616,318.886245,66.337039      
10220795,318.9293306,66.2633341    
10220213,318.622051,66.293081      
10025321,319.110387,65.844473      
9903915,318.636171,65.708942      
10025387,319.097994,65.809142      
9904563,318.957678,65.667361      
10155731,319.248346,66.031601      
10090400,319.671217,65.808038      
10290457,320.514543,65.995421      
10157507,320.0066023,65.8653734    
10224100,320.280424,65.905464      
10224535,320.498532,65.897352      
10159217,320.658866,65.720281      
9968040,320.615600,65.431698      
9967351,320.276793,65.473218      
9967174,320.2774948,65.5598265    
9967700,320.4881787,65.4897243    
9966823,320.053856,65.540404      
9968249,320.705869,65.408616      
10161943,321.756074,65.502994      
9970467,321.6728732,65.2376825    
10095409,321.779044,65.379995      
9851743,321.7652414,64.9360732    
10162765,322.096023,65.453707      
10229796,322.500723,65.436076      
10163776,322.511094,65.363849      
10297313,323.337748,65.442027      
10362043,323.0487482,65.5393104    
9662343,318.280929,65.336580      
9540226,318.476430,65.152386      
9843358,318.246992,65.657972      
9662395,318.346506,65.365641      
9724324,318.877141,65.371338      
9724882,319.143678,65.344945      
9542218,319.264244,64.945194      
9846877,319.878596,65.397068      
9906278,319.662207,65.494087      
9785675,319.430553,65.379431      
9786625,319.753076,65.244888      
9605294,319.841698,64.983864      
9604524,319.503378,65.011703      
9726814,319.862838,65.117508      
9847893,320.264617,65.314274      
9727392,320.164806,65.141551      
9728284,320.529976,65.064578      
9727675,320.189804,65.043682      
9728845,320.731046,64.990276      
9788834,320.664635,65.044059      
9909804,321.179567,65.165972      
9790050,321.2246311,64.9785280    
10817660,323.1512091,66.3880081    
10880958,323.4118140,66.4717021    
10881810,323.7044192,66.3088189    
10753962,323.584976,66.119157      
10684837,322.5274594,66.2718104    
10553844,322.067132,66.129457      
10492041,323.041099,65.871523      
10555186,322.632654,66.003805      
10683647,322.059179,66.407162      
10816214,322.487837,66.461639      
10816748,322.690412,66.413679      
10488243,321.466618,66.170361      
10357764,321.375095,65.940773      
10358632,321.719405,65.885473      
10291535,320.977941,65.923259      
10552202,321.330160,66.254781      
10489073,321.815533,66.100766      
10552972,321.7030491,66.2242457    
10552614,321.603826,66.294354      
10618005,321.842002,66.352096      
10747862,321.311247,66.643843      
10749112,321.809526,66.558767      
10420822,320.6254355,66.1736322    
10355672,320.528033,66.138360      
10356057,320.691766,66.103072      
10614707,320.3544408,66.5624024    
10614602,320.375153,66.618228      
10485765,320.395661,66.349730      
10483504,319.455033,66.580301      
10678016,319.618287,66.929749      
10613466,319.821428,66.695530      
10546977,319.155147,66.794231      
10613112,319.657736,66.734993      
10417308,319.126294,66.486836      
10353044,319.351556,66.363730      
10352615,319.152620,66.409151      
10287323,319.247463,66.300178      
10610250,318.295105,67.015756      
10545152,318.102515,66.909933      
10742794,319.069414,67.053491      
10480806,318.144283,66.874911      
10285722,318.507660,66.475415      
10482001,318.785854,66.747096      
10416550,318.866129,66.625518      
10086465,317.935426,66.251777      
10991271,322.839170,66.822099      
11045572,323.017748,66.899074      
11152823,323.1110291,67.1068260    
11152753,322.996711,67.057187      
10992126,323.2815100,66.6811113    
10936814,323.0572452,66.6685901    
10991673,323.034167,66.746365      
11204531,322.648400,67.217397      
11044315,322.264812,67.021064      
11152312,322.792417,67.144225      
10935853,322.449701,66.700229      
10934758,321.9222078,66.9085792    
10877915,321.912376,66.702187      
11043832,322.035941,67.101793      
10747240,321.079981,66.704663      
10873444,319.7985681,67.1282474    
10743092,319.304872,67.091878      
10743515,319.463546,67.006106      
10809457,319.702652,67.104740      
8955683,311.168009,65.467567      
9025029,311.386662,65.532400      
9157260,311.511428,65.718307      
9220076,311.069889,65.864107      
9283816,311.8769223,65.8316643    
9283918,311.969196,65.845051      
9025882,311.900115,65.458866      
9346602,312.7794271,65.8457435    
9469165,313.064985,66.052239      
9408361,312.939033,65.936432      
9222389,312.484089,65.632542      
9409513,313.6607759,65.8122897    
9027871,313.019677,65.288427      
9350701,315.138569,65.461143      
9350031,314.706045,65.466338      
9411366,314.656548,65.586890      
9163153,314.847152,65.132675      
9100444,315.838574,64.871388      
9163785,315.326016,65.101570      
9351617,315.581107,65.302326      
9351186,315.356576,65.357519      
9414068,316.166744,65.291282      
9034557,316.210135,64.707338      
9229601,316.490769,64.962834      
9292408,316.724651,64.998591      
9291249,316.142475,65.096057      
9291830,316.402770,65.024888      
9291976,316.467699,65.007424      
9353187,316.3597677,65.1805393    
9475697,316.548860,65.326224      
9353531,316.528601,65.129036      
8564559,311.887171,64.740434      
8693004,311.5838119,65.0031186    
8693018,311.536855,64.943522      
8822689,311.715248,65.104134      
8957543,312.193243,65.230510      
8822878,311.885478,65.151192      
8824452,312.759983,64.958684      
8824264,312.627470,64.949720      
8890410,312.235348,65.145798      
8565016,312.086420,64.640615      
9028511,313.288485,65.174972      
9028321,313.210934,65.206785      
8759811,313.099225,64.824282      
8759746,313.053255,64.828221      
8759207,312.693005,64.823626      
8825444,313.336283,64.875561      
9029195,313.634244,65.127280      
8826079,313.622125,64.761426      
9029603,313.869381,65.134624      
8962844,314.786731,64.787291      
8962923,314.863767,64.825634      
8827934,314.629777,64.645509      
8761471,313.950261,64.632437      
8826496,313.839921,64.731127      
9032691,315.378603,64.837327      
9658002,316.049930,65.780892      
9780183,316.696955,65.885565      
9839918,316.448320,66.054214      
9839246,316.020382,66.078612      
9597214,316.007209,65.666777      
9536330,316.4614731,65.5013232    
9658793,316.457451,65.691250      
9658072,316.056310,65.745811      
9535050,315.6988701,65.5915521    
9534934,315.6656355,65.6246745    
9412408,315.331472,65.498639      
9596639,315.664407,65.720934      
9718024,315.5620261,66.0016143    
9596106,315.395351,65.795085      
9472076,314.626695,65.713404      
9716866,314.906686,66.115546      
9656523,315.159458,65.925362      
9470276,313.679048,65.885494      
9471284,314.193225,65.769556      
9655101,314.400509,66.121972      
9775927,314.2668487,66.2995566    
9716522,314.6681524,66.1006197    
9835626,313.947768,66.500856      
9835436,313.813941,66.502774      
9652704,312.913372,66.394393      
9714063,313.192679,66.426061      
9713617,312.902852,66.473731      
9529974,312.763937,66.209381      
9712888,312.3845609,66.5283529    
9406638,311.859250,66.132484      
9591097,312.443980,66.298263      
9711349,311.334463,66.672290      
9711231,311.287668,66.733802      
9711492,311.446867,66.676172      
9650046,311.121809,66.657525      
9650527,311.490645,66.641354      
9589638,311.521574,66.475646      
9282363,310.969958,66.028939      
9405269,310.9590611,66.2299392    
9405555,311.113112,66.168657      
9405480,311.064896,66.181819      
10282002,316.446203,66.800901      
10083480,316.367039,66.552544      
10018973,315.826035,66.527630      
9958567,315.845073,66.412046      
10018239,315.402347,66.608582      
10213931,315.296794,66.894586      
10280586,315.674576,66.988285      
10148026,315.535114,66.810213      
10212620,314.594716,67.050239      
10147072,314.961777,66.851782      
9896174,314.440173,66.491908      
9835790,314.043125,66.466933      
10145279,313.889849,67.016389      
9893889,313.0376451,66.8075452    
9833073,312.269935,66.787176      
6762022,298.686734,64.066904      
7018252,298.6996750,64.3942239    
7429055,298.870991,64.850212      
7347189,298.846855,64.722151      
7103297,299.531999,64.387556      
7103666,299.732246,64.307478      
6935260,300.0878244,64.0932239    
7020371,300.235796,64.172941      
6850417,300.642345,63.885562      
6850177,300.5247446,63.9542217    
6851499,301.393936,63.877453      
6936796,301.094770,63.999474      
7108501,302.772633,63.963093      
6854095,302.888904,63.623640      
6768319,302.633286,63.543789      
6853779,302.722081,63.646565      
6854391,303.037644,63.596054      
6768355,302.692115,63.594121      
7109120,303.127956,63.916861      
6940048,303.0145049,63.7002875    
7025721,303.484176,63.806818      
7273672,303.413657,64.042213      
7191673,303.239870,64.010918      
7273426,303.336233,64.144399      
6429457,299.152794,63.614375      
6428974,298.777833,63.607706      
6590363,298.543780,63.901361      
6508328,299.225771,63.700085      
6508943,299.666325,63.665256      
6191288,299.239791,63.299853      
6192431,299.967572,63.187427      
6430534,299.962801,63.535639      
6192043,299.721536,63.214901      
6764229,300.129381,63.856322      
6849167,299.883254,63.997017      
6677653,299.971269,63.805396      
6678428,300.505032,63.769109      
6765032,300.661427,63.804231      
6678432,300.472525,63.715762      
6593240,300.443762,63.641677      
6431941,300.922981,63.413135      
6593623,300.636886,63.562583      
6680734,301.856957,63.600717      
6680386,301.617187,63.589887      
6594505,301.202053,63.532056      
6681414,302.223260,63.521425      
7674224,303.241897,64.679181      
7672969,302.295452,64.736219      
7744204,302.775671,64.822265      
7518352,303.012203,64.405738      
7352718,302.496835,64.269379      
7189610,302.0307722,64.1966973    
7190047,302.240371,64.088178      
7516687,302.082296,64.617300      
7351098,301.481255,64.412416      
7270142,301.270132,64.344530      
7671562,301.228929,64.859826      
7596350,301.494130,64.756368      
7743176,301.962546,64.915234      
7672405,301.895173,64.804511      
7595285,300.7374076,64.8492884    
7515516,301.3232134,64.6843651    
7431665,300.621795,64.612457      
7349386,300.369656,64.549477      
7593843,299.737935,64.953587      
7430868,300.1234731,64.6677159    
7430415,299.843222,64.793541      
7668782,299.155710,65.172877      
7592356,298.577850,65.113494      
7346442,298.356144,64.869671      
7346365,298.247670,64.807134      
7591642,297.970487,65.130164      
7510604,297.988167,65.037122      
7345200,297.397291,64.968778      
7017044,297.7637486,64.4262696    
7100768,297.722898,64.540023      
7950550,302.482857,65.141387      
8088244,302.728082,65.306538      
7949599,301.788751,65.261320      
7811522,301.553717,65.095422      
7949258,301.496776,65.294745      
8154541,301.333022,65.570726      
8354896,301.548226,65.908838      
7670419,300.399096,65.022401      
7670489,300.449658,65.003758      
8154383,301.195123,65.577405      
8086192,301.050892,65.535367      
7741179,300.414128,65.072260      
7948086,300.515952,65.434425      
8017159,300.8570067,65.4793905    
7948193,300.582832,65.370909      
8016118,299.950056,65.568328      
7808227,298.808472,65.339297      
7807614,298.272583,65.417669      
5339823,292.311369,62.982801      
5426041,292.340505,63.114874      
5597965,292.971639,63.236517      
5685000,293.744383,63.283241      
5512777,293.556050,63.076807      
5770923,294.3281733,63.2642002    
5598789,293.643635,63.177328      
5599763,294.466964,63.114055      
5514079,294.602922,62.957708      
5857618,295.093868,63.342458      
5515314,295.701598,62.849791      
5772710,295.853654,63.148610      
5514974,295.381789,62.886184      
5602545,296.643760,62.828619      
5859492,296.5808058,63.1328145    
5860093,297.012297,63.081165      
5517442,297.304620,62.709725      
5689606,297.396537,62.854945      
5689343,297.154727,62.849029      
5774568,297.256513,62.982937      
4814198,293.2752566,62.2617604    
4902641,293.3219865,62.3442971    
4902701,293.358860,62.331931      
4633907,293.7169454,62.0448961    
4991033,294.189436,62.424600      
4991732,294.713723,62.377038      
5167473,294.961017,62.558012      
5257167,296.021788,62.476900      
5168713,295.853272,62.378276      
5168382,295.654162,62.453470      
6188215,296.977346,63.534733      
5858947,296.168059,63.206985      
6425301,295.946550,63.968829      
5858034,295.422348,63.280127      
6346443,295.817983,63.839072      
6185790,295.018666,63.711921      
6104786,295.249626,63.636126      
6424157,294.992588,64.092658      
6345474,295.039215,63.911805      
6423690,294.5989546,64.1283514    
6264398,293.249125,63.965082      
6343222,293.119036,64.079363      
6263410,292.439675,64.094526      
6262867,292.017267,64.155786      
6262706,291.868450,64.151669      
6181896,291.975356,64.076925      
6101471,292.494018,63.882662      
6929729,296.150653,64.550590      
6843557,295.766286,64.480186      
6843705,295.891290,64.470524      
6928997,295.517983,64.619413      
6929280,295.783727,64.598691      
6502831,295.061249,64.181847      
6756908,294.865647,64.439493      
6756579,294.6477970,64.4666293    
6501676,294.189241,64.267306      
6755907,294.153802,64.535123      
6755830,294.1172143,64.5920049    
6755373,293.7358090,64.5945280    
3323943,295.351496,60.568312      
3217051,295.556331,60.384071      
3216467,295.202427,60.445966      
3526625,295.175785,60.764952      
3424105,294.462014,60.718020      
3425675,295.500343,60.650487      
3527032,295.4340082,60.6968966    
3425476,295.374438,60.672747      
3527891,296.0056758,60.6798836    
3529597,297.044979,60.565267      
3529276,296.842159,60.574835      
3528656,296.472258,60.602794      
3631402,297.600521,60.616575      
3326790,297.096051,60.372574      
3530823,297.732311,60.406866      
3531478,298.112672,60.398986      
3222670,298.7580002,60.0012450    
3222220,298.509646,60.011289      
3633057,298.599012,60.477393      
3633152,298.653477,60.459465      
3532734,298.845195,60.308348      
3432732,299.4611742,60.1684333    
3736477,299.693816,60.465442      
2140446,295.477987,59.614118      
2283075,295.629557,59.654546      
2554924,295.759276,59.826386      
2423824,296.3641035,59.7013388    
2142095,296.310557,59.528065      
2141928,296.1999878,59.4784770    
2834230,296.5567476,59.9883498    
2424934,296.9606118,59.6577383    
2285898,297.059250,59.554303      
2424822,296.893260,59.625268      
3101090,297.442479,60.097712      
2696732,297.373156,59.779338      
2697082,297.532178,59.747222      
2836038,297.496680,59.916854      
2973894,297.576132,59.928558      
3102479,298.217257,60.032970      
3942203,299.037736,60.710559      
4042951,298.185745,60.898854      
4143460,298.740337,60.949631      
3733028,297.707179,60.681516      
4350501,298.085678,61.201428      
4141815,297.673021,61.091808      
3835996,297.379834,60.787371      
4041405,297.264963,61.027042      
4140726,297.011195,61.118033      
3938291,296.6036465,60.9546722    
4039306,296.031135,61.179232      
4244973,296.4206352,61.3044188    
4139914,296.5002415,61.1915505    
4139784,296.420275,61.196040      
4040211,296.575954,61.143796      
3937217,295.925686,61.076728      
4243796,295.7307604,61.4476943    
4243803,295.7204695,61.4207325    
4346893,295.775739,61.473779      
4346319,295.357605,61.507087      
4445711,295.054530,61.684688      
4241369,294.299090,61.533773      
4345370,294.682818,61.615787      
3934458,294.0879289,61.2235320    
4136374,294.4772570,61.3950618    
4036300,294.496243,61.343615      
4036007,294.320683,61.346257      
5084662,298.307622,62.072796      
4548564,299.038540,61.316376      
4640537,298.354577,61.497237      
5083936,297.775255,62.115105      
4995788,297.672895,61.990281      
4546625,297.752167,61.520416      
4448636,297.130402,61.492366      
